id,source,query,title,year,venue,doi,url,authors,abstract
10.1007/978-,crossref,robot contact manipulation topology,Contact Invariants in Floer Homology,2014,Bolyai Society Mathematical Studies,10.1007/978-3-319-02036-5_6,https://doi.org/10.1007/978-3-319-02036-5_6,"Matić, Gordana",
10.1007/978-,crossref,robot contact manipulation topology,Geometric Decompositions of Almost Contact Manifolds,2014,Bolyai Society Mathematical Studies,10.1007/978-3-319-02036-5_4,https://doi.org/10.1007/978-3-319-02036-5_4,"Presas, Francisco",
10.1007/978-,crossref,robot contact manipulation topology,Higher Dimensional Contact Topology via Holomorphic Disks,2014,Bolyai Society Mathematical Studies,10.1007/978-3-319-02036-5_5,https://doi.org/10.1007/978-3-319-02036-5_5,"Niederkrüger, Klaus",
10.1112/jtop,crossref,robot contact manipulation topology,Knot contact homology and representations of knot groups,2014,Journal of Topology,10.1112/jtopol/jtu016,https://doi.org/10.1112/jtopol/jtu016,"Cornwell, Christopher R.",
10.1007/978-,crossref,robot contact manipulation topology,Lecture Notes on Embedded Contact Homology,2014,Bolyai Society Mathematical Studies,10.1007/978-3-319-02036-5_9,https://doi.org/10.1007/978-3-319-02036-5_9,"Hutchings, Michael",
10.5220/0005,crossref,robot contact manipulation topology,Planning of Pushing Manipulation by a Mobile Robot Considering Cost of Recovery Motion,2014,Proceedings of the International Conference on Neural Computation Theory and Applications,10.5220/0005156203220327,https://doi.org/10.5220/0005156203220327,"Saito, Takahiro; Kobayashi, Yuichi; Naruse, Tatsuya",
10.15607/rss,crossref,robot contact manipulation topology,Pre- and Post-Contact Policy Decomposition for Planar Contact Manipulation Under Uncertainty,2014,Robotics: Science and Systems X,10.15607/rss.2014.x.034,https://doi.org/10.15607/rss.2014.x.034,"Koval, Michael; Pollard, Nancy; Srinivasa, Siddhartha",
10.1007/978-,crossref,robot contact manipulation topology,Topological Methods in 3-Dimensional Contact Geometry,2014,Bolyai Society Mathematical Studies,10.1007/978-3-319-02036-5_2,https://doi.org/10.1007/978-3-319-02036-5_2,"Massot, Patrick",
10.1007/978-,crossref,robot contact manipulation topology,Vladimir Igorevich Arnold and the Invention of Symplectic Topology,2014,Bolyai Society Mathematical Studies,10.1007/978-3-319-02036-5_1,https://doi.org/10.1007/978-3-319-02036-5_1,"Audin, Michèle",
10.1016/j.to,crossref,robot contact manipulation topology,A note on Mazur type Stein fillings of planar contact manifolds,2015,Topology and its Applications,10.1016/j.topol.2015.07.009,https://doi.org/10.1016/j.topol.2015.07.009,"Oba, Takahiro",
10.1007/s105,crossref,robot contact manipulation topology,Adaptation of manipulation skills in physical contact with the environment to reference force profiles,2015,Autonomous Robots,10.1007/s10514-015-9435-2,https://doi.org/10.1007/s10514-015-9435-2,"Abu-Dakka, Fares J.; Nemec, Bojan; Jørgensen, Jimmy A.; Savarimuthu, Thiusius R.; Krüger, Norbert; Ude, Aleš",
10.1109/romo,crossref,robot contact manipulation topology,Contact transition modelling on planar manipulation system with LuGre friction model,2015,2015 10th International Workshop on Robot Motion and Control (RoMoCo),10.1109/romoco.2015.7219751,https://doi.org/10.1109/romoco.2015.7219751,"Nakashima, Akira; Ooka, Yoshiyuki; Hayakawa, Yoshikazu",
10.1186/isrc,crossref,robot contact manipulation topology,Effect of contact lens replacement and manipulation on comfort,2015,http://isrctn.com/,10.1186/isrctn10419752,https://doi.org/10.1186/isrctn10419752,"Navascues-Cornago, Maria",
10.1007/s105,crossref,robot contact manipulation topology,Finger contact sensing and the application in dexterous hand manipulation,2015,Autonomous Robots,10.1007/s10514-015-9425-4,https://doi.org/10.1007/s10514-015-9425-4,"Liu, Hongbin; Nguyen, Kien Cuong; Perdereau, Véronique; Bimbo, Joao; Back, Junghwan; Godden, Matthew; Seneviratne, Lakmal D.; Althoefer, Kaspar",
10.21136/mb.,crossref,robot contact manipulation topology,Hybrid level set phase field method for topology optimization of contact problems,2015,Mathematica Bohemica,10.21136/mb.2015.144460,https://doi.org/10.21136/mb.2015.144460,"Myśliński, Andrzej; Koniarski, Konrad",
10.2140/gtm.,crossref,robot contact manipulation topology,On the topology of fillings of contact 3-manifolds,2015,Geometry &amp; Topology Monographs,10.2140/gtm.2015.19.73,https://doi.org/10.2140/gtm.2015.19.73,"Ozbagci, Burak",
10.1159/0003,crossref,robot contact manipulation topology,VIII. Manipulation et entretien des verres de contact,2015,Les verres de contact,10.1159/000393939,https://doi.org/10.1159/000393939,,
10.1109/iros,crossref,robot contact manipulation topology,Whole-body holding manipulation by humanoid robot based on transition graph of object motion and contact,2015,2015 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros.2015.7353933,https://doi.org/10.1109/iros.2015.7353933,"Murooka, Masaki; Inagaki, Yuto; Ueda, Ryohei; Nozawa, Shunichi; Kakiuchi, Yohei; Okada, Kei; Inaba, Masayuki",
10.1109/icra,crossref,robot contact manipulation topology,Whole-body pushing manipulation with contact posture planning of large and heavy object for humanoid robot,2015,2015 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra.2015.7139995,https://doi.org/10.1109/icra.2015.7139995,"Murooka, Masaki; Nozawa, Shunichi; Kakiuchi, Yohei; Okada, Kei; Inaba, Masayuki",
10.1109/hri.,crossref,robot contact manipulation topology,A large scale tactile sensor for safe mobile robot manipulation,2016,2016 11th ACM/IEEE International Conference on Human-Robot Interaction (HRI),10.1109/hri.2016.7451789,https://doi.org/10.1109/hri.2016.7451789,"Fritzsche, Markus; Saenz, Jose; Penzlin, Felix",
10.1115/1.40,crossref,robot contact manipulation topology,Classification and Kinematic Equivalents of Contact Types for Fingertip-Based Robot Hand Manipulation,2016,Journal of Mechanisms and Robotics,10.1115/1.4032865,https://doi.org/10.1115/1.4032865,"Rojas, Nicolas; Dollar, Aaron M.","In the context of robot manipulation, Salisbury's taxonomy is the common standard used to define the types of contact interactions that can occur between the robot and a contacted object; the basic concept behind such classification is the modeling of contacts as kinematic pairs. In this paper, we extend this notion by modeling the effects of a robot contacting a body as kinematic chains. The introduced kinematic-chain-based contact model is based on an extension of the Bruyninckx–Hunt approach of surface–surface contact. A general classification of nonfrictional and frictional contact types suitable for both manipulation analyses and robot hand design is then proposed, showing that all standard contact categories used in robotic manipulation are special cases of the suggested generalizati"
10.1109/tie.,crossref,robot contact manipulation topology,Dynamic Object Manipulation Considering Contact Condition of Robot With Tool,2016,IEEE Transactions on Industrial Electronics,10.1109/tie.2015.2508929,https://doi.org/10.1109/tie.2015.2508929,"Tsuji, Toshiaki; Ohkuma, Jun; Sakaino, Sho",
91b1aea84aee,arxiv,robot contact manipulation topology,Equivariant cohomology of cohomogeneity one actions: the topological case,2016,arXiv,,,Oliver Goertsches; Augustin-Liviu Mare,We show that for any cohomogeneity one continuous action of a compact connected Lie group $G$ on a closed topological manifold the equivariant cohomology equipped with its canonical $H^*(BG)$-module structure is Cohen-Macaulay. The proof relies on the structure theorem for these actions recently obtained by Galaz-Garcia and Zarei. We generalize in this way our previous result concerning smooth actions.
10.1109/lra.,crossref,robot contact manipulation topology,High-Speed Bioassembly of Cellular Microstructures With Force Characterization for Repeating Single-Step Contact Manipulation,2016,IEEE Robotics and Automation Letters,10.1109/lra.2016.2522084,https://doi.org/10.1109/lra.2016.2522084,"Wang, Huaping; Shi, Qing; Sun, Tao; Liu, Xiaoming; Nakajima, Masahiro; Huang, Qiang; Dario, Paolo; Fukuda, Toshio",
10.14264/uql,crossref,robot contact manipulation topology,Manipulation of cell-mediated immunity in contact hypersensitivity and cancer,2016,,10.14264/uql.2016.1033,https://doi.org/10.14264/uql.2016.1033,"Noonan, Frances P",
10.17488/rmi,crossref,robot contact manipulation topology,Manipulation of chirurgical robot by means of a natural interface,2016,,10.17488/rmib.37.3.2,https://doi.org/10.17488/rmib.37.3.2,"Vargas-Rosero, H. F.","This paper presents the implementation of a virtual surgical simulator governed by the natural interface through Leap Motion to determine the feasibility of using this interface in this area. The simulator comprises three robots one of which handles the endoscope into the patient’s abdomen, and the others are surgical robots. A method of laparoscopic cholecystectomy (removal of the gallbladder) was developed, which targets through a joystick or natural interface. The application allows some actions such as opening or closing crow bill, locate clips, make cuts and guide the instruments. Additionally, this tool was tested by surgery students, obtaining a better degree of satisfaction with the use of a natural interface."
10.1112/jtop,crossref,robot contact manipulation topology,Non-loose Legendrian spheres with trivial contact homology DGA,2016,Journal of Topology,10.1112/jtopol/jtw008,https://doi.org/10.1112/jtopol/jtw008,"Ekholm, Tobias",
10.2140/agt.,crossref,robot contact manipulation topology,Open book decompositions of fiber sums in contact topology,2016,Algebraic &amp; Geometric Topology,10.2140/agt.2016.16.1253,https://doi.org/10.2140/agt.2016.16.1253,"Klukas, Mirko",
7366799b6eee,arxiv,robot contact manipulation topology,Robot Contact Task State Estimation via Action Grammars,2016,arXiv,,,Juan Rojas; Zhengjie Huang; Kensuke Harada,"Uncertainty is a major difficulty in endowing robots with autonomy. Robots often fail due to unexpected events. In robot contact tasks are often design to empirically look for force thresholds to define state transitions in a Markov chain or finite state machines. Such design is prone to failure in unstructured environments, when due to external disturbances or erroneous models, such thresholds are met, and lead to state transitions that are false-positives. The focus of this paper is to perform high-level state estimation of robot behaviors and task output for robot contact tasks. Our approach encodes raw low-level 3D cartesian trajectories and converts them into a high level (HL) action grammars. Cartesian trajectories can be segmented and encoded in a way that their dynamic properties, "
10.1016/j.to,crossref,robot contact manipulation topology,Tight planar contact manifolds with vanishing Heegaard Floer contact invariants,2016,Topology and its Applications,10.1016/j.topol.2016.08.029,https://doi.org/10.1016/j.topol.2016.08.029,"Conway, James; Kaloti, Amey; Kulkarni, Dheeraj",
558081a991a9,arxiv,robot contact manipulation topology,Topological Complexity of the Klein bottle,2016,arXiv,,,Daniel C. Cohen; Lucile Vandembroucq,"We show that the (normalized) topological complexity of the Klein bottle is $4$. We also show that, for any $g\geq 2$, $TC(N_g)=4$. This completes the recent work by Dranishnikov on the topological complexity of non-orientable surfaces."
10.1109/iros,crossref,robot contact manipulation topology,Toward whole-body loco-manipulation: Experimental results on multi-contact interaction with the Walk-Man robot,2016,2016 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros.2016.7759225,https://doi.org/10.1109/iros.2016.7759225,"Farnioli, Edoardo; Gabiccini, Marco; Bicchi, Antonio",
10.1109/crv.,crossref,robot contact manipulation topology,4-DoF Tracking for Robot Fine Manipulation Tasks,2017,2017 14th Conference on Computer and Robot Vision (CRV),10.1109/crv.2017.41,https://doi.org/10.1109/crv.2017.41,"Siam, Mennatullah; Singh, Abhineet; Perez, Camilo; Jagersand, Martin",
03a0d38a19b4,arxiv,robot contact manipulation topology,"Admissible topologies on $C(Y,Z)$ and ${\cal O}_Z(Y)$",2017,arXiv,,,Dimitris Georgiou; Athanasios Megaritis; Kyriakos Papadopoulos,"Let $Y$ and $Z$ be two given topological spaces, ${\cal O}(Y)$ (respectively, ${\cal O}(Z)$) the set of all open subsets of $Y$ (respectively, $Z$), and $C(Y,Z)$ the set of all continuous maps from $Y$ to $Z$. We study Scott type topologies on ${\mathcal O}(Y)$ and we construct admissible topologies on $C(Y,Z)$ and ${\mathcal O}_Z(Y)=\{f^{-1}(U)\in {\mathcal O}(Y): f\in C(Y,Z)\ {\rm and}\ U\in {\mathcal O}(Z)\}$, introducing new problems in the field."
